angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,Name,HIP,B-V,SHK,Act,Jitter,logRHK,dMag,Prot,Age,Obs,S,SimbadName,_RA,_DE
0.004903,252.3039338580000,19.2941868533000,0.001,0.001,0,4562882034462883584,252.30357553567,0.0198,19.29423859377,0.0222,7.9506,0.0322,-78.549,0.039,12.017,0.045,1,1.21188e+07,3.21209e+03,7.979715,6.14890e+06,6.43685e+03,8.379395,8.35266e+06,1.63247e+04,7.457357,0.922037,-38.36,0.16,5470.00,,,3.10,7.766,252.3039353,19.2941869,HD 151852,82320,0.757,0.231,Act,4.567,-4.756,3.17,27,2.63,K,S,HD 151852,252.30394,19.29419
0.003460,252.1479759570000,37.0133671470000,0.001,0.001,0,1351435653238542976,252.14765288082,0.0239,37.01179815513,0.0269,31.8504,0.0308,-59.917,0.050,-364.411,0.064,0,1.02234e+07,3.06787e+03,8.164380,4.97098e+06,5.52122e+03,8.610283,7.31642e+06,1.41638e+04,7.601173,1.009110,2.11,0.22,5206.50,0.1470,0.0740,0.80,0.423,252.1479758,37.0133681,HD 151877,82267,0.82,0.224,Act,2.556,-4.818,0.0,34,3.46,K,S,HD 151877,252.14798,37.01337
0.017578,252.5220210430000,18.9004160587000,0.001,0.001,0,4559848344443069952,252.52180745723,0.0179,18.90010628480,0.0208,36.4858,0.0305,-46.932,0.036,-71.948,0.041,0,7.38099e+06,2.21350e+03,8.518080,3.19803e+06,3.75046e+03,9.089181,5.85419e+06,6.11028e+03,7.843253,1.245928,-5.79,0.27,4874.10,0.2060,0.0850,0.70,0.249,252.5220236,18.9004203,HD 151995,82389,1.07,0.276,Act,1.57,,0.16,,,K,S,HD 151995,252.52202,18.90042
2.883102,252.5212150960000,18.9001830485000,0.007,0.006,0,4559848344443145216,252.52107312034,0.1911,18.89978268029,0.2233,35.4750,0.3391,-31.197,0.386,-92.989,0.451,0,7.15120e+04,3.67875e+02,13.552419,,,,,,,,,,,,,,,252.5220236,18.9004203,HD 151995,82389,1.07,0.276,Act,1.57,,0.16,,,K,S,HD 151995,252.52202,18.90042
0.004356,252.1503343330000,55.1293635603000,0.001,0.001,0,1427134451830285568,252.15139839736,0.0246,55.12843192872,0.0249,15.1140,0.0247,141.296,0.058,-216.381,0.060,0,6.02174e+06,1.30704e+03,8.739061,3.14940e+06,4.92074e+03,9.105817,4.00207e+06,8.25461e+03,8.256207,0.849609,-26.19,0.34,5654.67,0.1683,0.0815,1.07,1.050,252.1503364,55.1293633,HD 152125,82268,0.699,0.179,Act,3.105,-4.91,0.29,29,4.96,K,S,HD 152125,252.15034,55.12936
0.022908,253.2450105950000,-0.0264211943524,0.001,0.001,90,4381250547575102208,253.24194562894,0.0294,-0.03281040035,0.0202,59.5382,0.0328,-711.833,0.060,-1483.882,0.039,0,5.06484e+07,3.33935e+04,6.426951,2.55364e+07,7.90210e+04,6.833489,3.49431e+07,9.45151e+04,5.903517,0.929972,44.68,0.15,5460.50,0.0813,0.0318,0.85,0.579,253.2450167,-0.0264194,HD 152391,48113,0.76,0.333,Act,3.09,-4.538,0.0,15,0.78,K,S,HD 152391,253.24502,-0.02642
0.012287,253.1714242920000,18.0621325754000,0.001,0.000,0,4559467329305126912,253.17155470168,0.0152,18.06203491203,0.0182,21.1078,0.0255,28.796,0.030,-22.683,0.035,0,4.04014e+07,7.09821e+03,6.672376,2.26687e+07,3.20382e+04,6.962823,2.48356e+07,3.10000e+04,6.274234,0.688589,-42.53,0.14,6232.50,0.7498,0.3653,1.61,3.519,253.1714278,18.0621333,HD 152446,82568,0.481,0.172,Act,2.943,,0.26,,,L,S,HD 152446,253.17143,18.06213
0.005852,253.5339315070000,-4.3401834450500,0.001,0.001,90,4377537462448122112,253.53376645270,0.0339,-4.34067498635,0.0231,22.0673,0.0427,-38.226,0.071,-114.165,0.048,0,1.61125e+07,9.11933e+03,7.670456,8.78446e+06,1.53165e+04,7.992100,1.03113e+07,1.88719e+04,7.228638,0.763462,-16.40,0.19,5945.00,0.0717,0.0300,1.07,1.295,253.5339331,-4.3401831,HD 152555,82688,0.54,0.399,Act,6.945,-4.287,-0.3,2,0.12,K,S,HD 152555,253.53393,-4.34018
3.813666,253.5348160700000,-4.3395939865900,0.005,0.003,90,4377537462448597888,253.53466685919,0.1553,-4.34012044809,0.0995,21.9488,0.0995,-34.556,0.293,-122.275,0.185,0,5.77343e+04,2.33892e+02,13.784781,7.86253e+04,9.02517e+03,13.112483,1.41175e+05,2.30186e+04,11.887524,1.224959,,,5095.63,,,,,253.5339331,-4.3401831,HD 152555,82688,0.54,0.399,Act,6.945,-4.287,-0.3,2,0.12,K,S,HD 152555,253.53393,-4.34018
0.009927,253.4315940620000,11.9737477542000,0.001,0.001,0,4448227641977175296,253.43164509927,0.0304,11.97368279883,0.0295,6.0044,0.0423,11.596,0.057,-15.086,0.061,1,1.05770e+07,3.21506e+03,8.127458,4.95486e+06,4.83316e+03,8.613810,7.87512e+06,9.37177e+03,7.521277,1.092533,3.97,0.15,5042.00,,,4.67,12.681,253.4315942,11.973745,HD 152581,82651,0.9,0.146,Act,4.275,,4.09,,,K,S,HD 152581,253.43159,11.97374
0.576870,253.5133864860000,8.4328400475500,0.002,0.002,90,4442476131010289408,253.51338648617,2.1318,8.43284004755,1.8640,,,,,,,1,1.22461e+07,1.82134e+05,7.968369,9.23368e+06,1.18876e+04,7.937951,1.05503e+07,3.33867e+04,7.203762,0.734189,,,5286.90,,,,,253.5135414,8.4328869,HD 152615,82680,0.604,0.202,Act,4.414,-4.765,2.58,14,2.74,K,S,HD 152615,253.51354,8.43289
0.012807,253.2383944960000,44.4023973129000,0.001,0.001,0,1359070215305084416,253.23832841948,0.0203,44.40269213947,0.0263,6.1756,0.0249,-10.964,0.044,68.476,0.072,0,1.39433e+07,4.12711e+03,7.827450,6.25453e+06,9.79833e+03,8.360901,1.06263e+07,2.00370e+04,7.195967,1.164934,-27.14,0.15,4917.83,,,5.55,16.245,253.2383972,44.4024003,HD 152733,82584,1.011,0.135,Act,4.261,,4.02,,,K,S,HD 152733,253.2384,44.4024
0.006935,254.0076829940000,-16.8062651531000,0.002,0.001,90,4132958625636676864,254.00805232989,0.0557,-16.80613636950,0.0366,23.4447,0.0468,82.117,0.108,29.911,0.065,0,7.03703e+07,2.19533e+04,6.069892,3.24280e+07,2.54502e+04,6.574089,5.25341e+07,4.49833e+04,5.460816,1.113273,1.10,0.13,4999.17,,,3.15,5.584,254.007685,-16.806265,HD 152781,82861,0.938,0.118,Act,4.177,,3.04,,,L,S,HD 152781,254.00768,-16.80626
0.004627,253.3847032720000,42.8248544001000,0.001,0.001,0,1357935759823973376,253.38541067563,0.0201,42.82345188446,0.0270,21.3969,0.0263,120.503,0.048,-325.746,0.056,0,4.19144e+07,9.33212e+03,6.632457,2.21034e+07,2.98721e+04,6.990241,2.76960e+07,6.74383e+04,6.155879,0.834362,4.92,0.18,5694.75,,,1.96,3.635,253.3847039,42.8248556,HD 152792,82636,0.72,0.147,Act,4.23,-5.095,1.85,,8.36,K,S,HD 152792,253.3847,42.82486
0.008407,254.3834992520000,13.8841131949000,0.001,0.001,0,4545340872629181696,254.38314057149,0.0239,13.88441220195,0.0251,16.5053,0.0298,-80.873,0.050,69.447,0.051,0,6.84044e+07,2.19560e+04,6.100655,3.15229e+07,5.67863e+04,6.604824,5.09742e+07,1.49315e+05,5.493544,1.111280,-31.28,0.14,5032.50,,,4.34,10.875,254.3835011,13.8841117,HD 153226,82989,0.93,0.139,Act,4.255,,3.86,,,L,S,HD 153226,254.3835,13.88411
0.127687,254.6580366990000,15.4543358851000,0.001,0.001,0,4545802186476906880,254.65794701150,0.0204,15.45495021630,0.0225,18.5255,0.0265,-20.077,0.044,142.683,0.046,0,3.81220e+07,7.37628e+03,6.735427,2.04358e+07,2.06414e+04,7.075408,2.46712e+07,6.63349e+04,6.281444,0.793964,-44.66,0.15,5864.00,,,2.02,4.365,254.6580131,15.4543631,HD 153376,83083,0.646,0.157,Act,4.249,-5.01,1.51,,6.79,L,S,HD 153376,254.65801,15.45436
0.003851,254.8813251430000,-7.9555013783400,0.002,0.001,90,4339818441179518464,254.88096739117,0.0459,-7.95541952199,0.0292,12.0232,0.0609,-82.291,0.104,19.012,0.061,1,1.29293e+07,3.69331e+03,7.909428,6.92104e+06,6.59011e+03,8.250959,8.47230e+06,6.33885e+03,7.441916,0.809043,-24.74,0.14,5795.75,,,1.86,3.528,254.8813242,-7.9555019,HD 153378,83146,0.657,0.163,Act,2.815,-4.979,1.36,27,6.2,K,S,HD 153378,254.88132,-7.9555
2.617179,254.8808574480000,-7.9549407976800,0.001,0.001,90,4339818441176796928,254.88085744765,1.2654,-7.95494079768,0.6155,,,,,,,0,1.11439e+05,3.00391e+03,13.070776,,,,,,,,,,,,,,,254.8813242,-7.9555019,HD 153378,83146,0.657,0.163,Act,2.815,-4.979,1.36,27,6.2,K,S,HD 153378,254.88132,-7.9555
3.742039,254.8817371270000,-7.9545462723000,0.035,0.016,90,4339818441177725568,254.88173712702,35.3226,-7.95454627230,15.8945,,,,,,,0,1.01400e+04,1.28241e+02,15.673269,1.74933e+04,6.09909e+02,14.744210,1.92501e+04,7.17760e+02,14.050838,0.693373,,,5095.63,,,,,254.8813242,-7.9555019,HD 153378,83146,0.657,0.163,Act,2.815,-4.979,1.36,27,6.2,K,S,HD 153378,254.88132,-7.9555
0.006070,255.0069114450000,-7.5316592881700,0.001,0.001,90,4339941101147274496,255.00733752745,0.0398,-7.53174653332,0.0266,23.0698,0.0507,98.107,0.097,-20.263,0.065,1,1.41375e+07,2.67408e+03,7.812431,7.55198e+06,4.60177e+03,8.156236,9.26585e+06,1.38379e+04,7.344707,0.811529,0.52,0.16,5764.97,0.1090,0.0515,1.03,1.050,255.0069131,-7.5316589,HD 153458,83181,0.61,0.274,Act,4.742,-4.55,-0.2,9,0.84,K,S,HD 153458,255.00691,-7.53166
0.456759,254.4715783350000,47.3666839257000,0.001,0.001,0,1408029509584967168,254.47065156893,0.0227,47.36785580674,0.0273,55.7086,0.0259,-145.790,0.047,272.180,0.056,0,1.87566e+07,5.99869e+03,7.505482,8.35375e+06,1.25009e+04,8.046684,1.44351e+07,2.20422e+04,6.863371,1.183313,-6.86,0.17,4829.48,0.1060,0.0460,0.75,0.275,254.47165,47.3665667,HD 153557,83020,0.98,0.576,Act,4.021,,0.0,,,K,S,HD 153557,254.47165,47.36657
0.008785,255.0682156300000,10.8228108472000,0.001,0.001,90,4444857157801998080,255.06863395392,0.0315,10.82237637939,0.0267,23.6819,0.0369,95.431,0.067,-100.909,0.054,0,2.41797e+07,5.89183e+03,7.229740,1.32392e+07,1.62525e+04,7.546730,1.53448e+07,2.74016e+04,6.797018,0.749712,-1.45,0.18,5954.33,0.0893,0.0500,1.22,1.687,255.0682133,10.82281,HD 153627,83204,0.544,0.172,Act,3.003,-4.885,-0.1,11,4.52,L,S,HD 153627,255.06821,10.82281
0.003236,256.1160133550000,-28.5826777075000,0.001,0.001,90,6029992663310612096,256.11642144273,0.0420,-28.58383420017,0.0317,54.7080,0.0468,83.229,0.082,-268.601,0.051,0,5.37145e+07,1.17912e+04,6.363138,2.63627e+07,4.03225e+04,6.798915,3.76074e+07,9.61532e+04,5.823737,0.975178,14.10,0.14,5339.00,0.2710,0.1330,1.00,0.738,256.1160142,-28.5826772,HD 154088,83541,0.83,0.15,Act,2.189,-5.092,0.52,,8.3,K,S,HD 154088,256.11601,-28.58268
0.086626,255.8562888430000,9.0245814235500,0.009,0.008,90,4443306468450589184,255.85623690830,0.2758,9.02437280452,0.2418,11.1270,0.3115,-11.913,0.589,-48.453,0.542,0,1.14076e+07,3.08713e+03,8.045383,6.28222e+06,6.25741e+03,8.356105,7.26901e+06,1.18355e+04,7.608232,0.747873,-20.26,0.27,5858.55,,,1.85,3.622,255.8563028,9.0245617,HD 154144,83458,0.602,0.19,Act,3.295,-4.816,0.65,16,3.44,K,S,HD 154144,255.8563,9.02456
0.006270,255.7935197800000,14.5113407191000,0.001,0.001,0,4545449415042792192,255.79278503937,0.0214,14.51057639578,0.0223,27.4762,0.0267,-165.205,0.044,-177.521,0.046,1,5.50294e+07,1.14341e+04,6.336878,2.79130e+07,4.84982e+04,6.736871,3.74846e+07,1.03103e+05,5.827289,0.909582,-52.89,0.14,5576.00,,,1.83,2.922,255.7935189,14.5113392,HD 154160,83435,0.82,0.137,Act,4.217,-5.165,2.05,,,L,S,HD 154160,255.79352,14.51134
4.100774,255.7945715780000,14.5118481248000,0.002,0.002,0,4545449415040827008,255.79384579745,0.0477,14.51105608925,0.0478,27.4511,0.0651,-163.190,0.099,-183.957,0.101,0,1.64830e+05,8.14305e+02,12.645777,1.92555e+05,2.39269e+04,12.140001,3.21043e+05,2.44787e+04,10.995513,1.144488,,,5095.63,,,,,255.7935189,14.5113392,HD 154160,83435,0.82,0.137,Act,4.217,-5.165,2.05,,,L,S,HD 154160,255.79352,14.51134
0.003090,255.6749279880000,44.6368989292000,0.001,0.001,0,1358695384919869824,255.67425204922,0.0291,44.63712923983,0.0300,14.1824,0.0334,-111.712,0.055,53.491,0.063,0,8.59042e+06,2.86316e+03,8.353330,4.59792e+06,4.99297e+03,8.694984,5.60114e+06,8.33095e+03,7.891229,0.803755,-28.50,0.17,5824.00,0.3035,0.1480,1.27,1.682,255.6749283,44.6368981,HD 154325,83398,0.666,0.182,Act,3.141,-4.883,0.49,24,4.5,K,S,HD 154325,255.67493,44.6369
0.003215,255.6516829680000,47.0818786717000,0.001,0.001,0,1359938520253565952,255.65246193542,0.0193,47.08555435613,0.0212,54.6636,0.0212,123.204,0.039,853.742,0.041,0,4.44901e+07,9.20573e+03,6.567707,2.25022e+07,3.77427e+04,6.970826,3.03353e+07,8.54050e+04,6.057049,0.913776,-47.04,0.18,5540.00,0.0375,0.0305,0.84,0.599,255.6516817,47.0818789,HD 154345,83389,0.76,0.205,Act,2.466,-4.836,0.0,31,3.74,K,S,HD 154345,255.65168,47.08188
0.013363,256.2641446140000,-5.0665103437100,0.002,0.002,90,4364527594192166400,256.26018261979,0.0774,-5.07141379126,0.0501,95.5499,0.0651,-916.562,0.155,-1138.804,0.104,0,2.36302e+07,6.14187e+03,7.254697,9.10418e+06,9.75825e+03,7.953286,2.05310e+07,2.41251e+04,6.480896,1.472390,34.14,0.15,4395.26,0.1623,0.0990,0.64,0.137,256.2641419,-5.0665078,HD 154363,83591,1.16,0.451,Act,1.57,,-0.3,,,K,S,HD 154363,256.26414,-5.06651
0.008583,256.3200776230000,0.7025604365880,0.002,0.001,90,4381502851133968128,256.32000427791,0.0550,0.70112177795,0.0406,48.3994,0.0641,-17.034,0.125,-334.144,0.082,0,8.62981e+07,4.43189e+04,5.848363,4.74116e+07,5.98073e+04,6.161676,5.43710e+07,4.55303e+04,5.423502,0.738174,-16.84,0.16,6021.00,0.1007,0.0453,1.10,1.438,256.3200758,0.7025589,HD 154417,83601,0.58,0.283,Act,4.923,-4.512,-0.1,6,0.66,L,S,HD 154417,256.32008,0.70256
0.015641,256.5746359240000,12.6068234810000,0.001,0.001,0,4544178448320963840,256.57373260511,0.0279,12.60737168394,0.0314,24.4879,0.0396,-204.747,0.056,127.325,0.062,1,8.89611e+06,2.69062e+03,8.315366,4.46139e+06,4.52122e+03,8.727714,6.22331e+06,7.78060e+03,7.776867,0.950847,-22.73,0.18,5386.75,0.0798,0.0330,0.89,0.607,256.5746322,12.6068211,HD 154656,83691,0.75,0.189,Act,2.385,-4.891,0.0,33,4.62,K,S,HD 154656,256.57463,12.60682
0.173679,256.8100551260000,-2.8669293357000,0.002,0.001,90,4367462362525377664,256.81054245725,0.0444,-2.86732379261,0.0331,29.4678,0.0626,113.045,0.108,-91.616,0.074,0,1.64667e+07,3.68927e+03,7.646850,8.51079e+06,8.67673e+03,8.026464,1.11507e+07,1.41629e+04,7.143666,0.882797,-33.80,0.18,5605.00,0.0510,0.0250,0.92,0.758,256.8100964,-2.8669544,HD 154697,83770,0.735,0.179,Act,2.335,-4.924,0.11,33,5.2,K,S,HD 154697,256.8101,-2.86695
0.012269,257.5343277680000,-29.9734201875000,0.002,0.001,90,6028866385453248768,257.53394994215,0.0528,-29.97386415591,0.0373,14.3273,0.0589,-76.017,0.097,-103.115,0.062,0,3.54437e+06,9.31270e+02,9.314517,1.80030e+06,2.86692e+03,9.713028,2.43781e+06,6.26934e+03,8.794421,0.918607,-58.07,0.85,5501.50,0.1695,0.0710,0.92,0.697,257.5343317,-29.9734203,HD 154994,83985,0.767,0.196,Act,2.42,-4.873,0.14,34,4.33,K,S,HD 154994,257.53433,-29.97342
0.006911,256.9826233300000,32.1054840137000,0.001,0.001,0,1334288219648212352,256.98179983433,0.0176,32.10530265505,0.0215,27.3099,0.0255,-162.014,0.038,-42.123,0.041,0,2.81047e+07,5.44467e+03,7.066420,1.54798e+07,1.58801e+04,7.376978,1.76271e+07,3.27361e+04,6.646470,0.730509,-10.56,0.14,6016.00,0.0685,0.0300,1.12,1.471,256.9826225,32.1054858,HD 155060,83827,0.512,0.151,Act,2.642,-5.008,-0.5,,6.76,L,S,HD 155060,256.98262,32.10549
0.006157,257.3942413810000,33.3558573327000,0.001,0.001,0,1334643739861016832,257.39309468272,0.0185,33.35492773609,0.0227,22.8965,0.0246,-222.459,0.037,-215.908,0.042,0,2.67332e+07,6.28492e+03,7.120737,1.46353e+07,2.25328e+04,7.437886,1.68932e+07,3.28147e+04,6.692639,0.745247,-9.07,0.18,5987.33,0.1925,0.1117,1.31,1.993,257.3942394,33.3558569,HD 155358,83949,0.545,0.164,Act,2.87,-4.931,0.01,12,5.32,L,S,HD 155358,257.39424,33.35586
0.007902,257.9943160640000,-14.6203801508000,0.001,0.001,90,4139543497698320384,257.99423375689,0.0469,-14.62055159414,0.0396,11.8534,0.0546,-18.497,0.092,-39.819,0.069,0,2.77368e+07,6.51488e+03,7.080726,1.44645e+07,3.01063e+04,7.450633,1.84439e+07,5.27180e+04,6.597288,0.853345,-23.25,0.16,5698.00,,,2.87,7.837,257.9943142,-14.6203789,HD 155413,84132,0.699,0.166,Act,4.298,-4.976,2.45,32,6.15,K,S,HD 155413,257.99431,-14.62038
0.007330,258.1302725930000,-25.2271604237000,0.002,0.001,90,4109488347412656640,258.13025124755,0.0624,-25.22738730567,0.0484,10.4013,0.0815,-4.485,0.117,-52.695,0.077,0,1.02580e+07,4.75728e+03,8.160714,5.68412e+06,6.01548e+03,8.464729,6.39864e+06,2.61160e+04,7.746701,0.718028,-5.25,0.27,6069.75,,,1.74,3.695,258.1302711,-25.2271589,HD 155415,84181,0.588,0.155,Act,2.697,-5.006,0.78,,6.71,K,S,HD 155415,258.13027,-25.22716
0.001784,257.8441074580000,4.6902742764400,0.001,0.001,90,4391793627134797952,257.84385860255,0.0370,4.69027622936,0.0269,23.1805,0.0458,-57.605,0.075,0.454,0.055,1,4.14891e+07,6.42819e+03,6.643532,2.31669e+07,2.17641e+04,6.939220,2.56644e+07,2.32097e+04,6.238592,0.700628,-33.45,0.15,6164.50,0.3845,0.1710,1.52,3.001,257.8441072,4.6902747,HD 155423,84082,0.516,0.204,Act,3.561,-4.723,0.35,7,2.23,L,S,HD 155423,257.84411,4.69027
0.002623,257.6567061330000,24.5324360130000,0.001,0.001,0,4571935477627652736,257.65574525168,0.0187,24.53345231514,0.0225,28.4548,0.0299,-203.026,0.041,236.044,0.050,0,1.08616e+07,2.71318e+03,8.098633,5.23522e+06,5.26810e+03,8.554050,7.78323e+06,1.00637e+04,7.534020,1.020030,-59.49,0.15,5270.00,0.1730,0.0760,0.90,0.557,257.6567064,24.5324367,HD 155456,84028,0.869,0.158,Act,2.201,-5.07,0.58,,7.91,K,S,HD 155456,257.65671,24.53244
0.003990,257.7008853200000,32.1789132827000,0.001,0.001,0,1334253859910035712,257.70099011649,0.0189,32.17854001910,0.0257,10.3905,0.0258,20.601,0.043,-86.694,0.049,0,3.03996e+07,5.26550e+03,6.981196,1.39563e+07,2.80795e+04,7.489460,2.27562e+07,3.12553e+04,6.369173,1.120287,-5.94,0.14,4984.70,,,4.71,12.320,257.7008856,32.1789122,HD 155524,84040,0.937,0.132,Act,4.229,,3.72,,,K,S,HD 155524,257.70089,32.17891
0.003990,257.7008853200000,32.1789132827000,0.001,0.001,0,1334253859910035712,257.70099011649,0.0189,32.17854001910,0.0257,10.3905,0.0258,20.601,0.043,-86.694,0.049,0,3.03996e+07,5.26550e+03,6.981196,1.39563e+07,2.80795e+04,7.489460,2.27562e+07,3.12553e+04,6.369173,1.120287,-5.94,0.14,4984.70,,,4.71,12.320,257.7008856,32.1789122,HD 155524,84040,0.937,0.132,Act,4.229,,3.72,,,K,S,HD 155524,257.70089,32.17891
0.006034,258.1567605940000,18.3511947353000,0.001,0.001,0,4548462729742343296,258.15722233419,0.0187,18.35069144534,0.0244,47.9743,0.0321,101.789,0.037,-116.893,0.045,1,1.61841e+07,3.04063e+03,7.665646,7.40498e+06,6.03609e+03,8.177578,1.22624e+07,6.95760e+03,7.040483,1.137095,19.72,0.14,5028.81,0.2350,0.1170,0.73,0.305,258.1567608,18.3511964,HD 155712,84195,0.941,0.187,Act,2.227,,0.0,,,K,S,HD 155712,258.15676,18.3512
0.014388,258.1858874360000,29.9119539749000,0.001,0.001,0,1309053465717846400,258.18587877100,0.0191,29.91221933907,0.0243,7.4894,0.0273,-1.744,0.041,61.633,0.050,1,9.82385e+06,2.48554e+03,8.207661,5.50232e+06,5.14856e+03,8.500024,6.09487e+06,1.03280e+04,7.799509,0.700515,-54.08,0.17,6154.00,,,2.30,6.809,258.1858861,29.9119578,HD 155817,84202,0.566,0.133,Act,2.326,-5.193,1.11,,,K,S,HD 155817,258.18589,29.91196
0.007163,258.7419674480000,-2.5031460918200,0.001,0.001,90,4366800903201243392,258.74174605803,0.0422,-2.50308569290,0.0356,19.1577,0.0490,-51.371,0.089,14.028,0.069,0,9.48919e+06,2.53303e+03,8.245293,5.00986e+06,6.63188e+03,8.601823,6.28954e+06,1.05406e+04,7.765372,0.836451,-29.80,0.19,5729.63,0.1367,0.0610,1.03,1.024,258.7419664,-2.5031444,HD 155968,84374,0.687,0.235,Act,4.071,-4.699,0.23,19,1.98,K,S,HD 155968,258.74197,-2.50314
0.006134,259.0556780730000,-26.5461480810000,0.002,0.001,90,4109034455276324608,259.05336857342,0.0561,-26.55098988911,0.0437,168.0689,0.0758,-479.850,0.101,-1124.545,0.068,0,8.44587e+07,5.67509e+04,5.871755,3.30311e+07,7.21102e+04,6.554081,6.98998e+07,5.27300e+05,5.150731,1.403350,-0.04,0.22,4479.53,0.1660,0.1192,0.65,0.153,259.0556767,-26.5461469,HD 156026,84478,1.16,0.642,Act,1.57,,-0.2,,,K,S,HD 156026,259.05568,-26.54615
0.366362,258.9210768260000,-9.8087728061500,0.024,0.020,90,4143293519539985536,258.92120955319,0.8116,-9.80894001247,0.6931,2.7454,0.8573,30.376,1.578,-38.835,1.282,0,4.11716e+07,4.14938e+04,6.651872,1.87683e+07,7.85541e+04,7.167827,3.14798e+07,9.41894e+04,6.016839,1.150988,25.08,2.29,4933.68,,,,,258.921175,-9.8088044,HD 156034,84430,0.796,0.383,Act,5.17,-4.494,4.93,15,0.58,L,S,HD 156034,258.92117,-9.8088
0.006814,259.0995594510000,-21.8579511512000,0.002,0.001,90,4114986042975604224,259.09923876910,0.0558,-21.85866198936,0.0486,17.4459,0.0807,-69.127,0.102,-165.098,0.074,1,2.12329e+07,5.20991e+03,7.370843,1.12404e+07,2.11069e+04,7.724435,1.39008e+07,1.97337e+04,6.904321,0.820115,-103.18,0.20,5832.33,0.9180,0.4303,1.62,2.746,259.0995575,-21.8579506,HD 156079,84491,0.665,0.157,Act,2.722,-5.014,1.12,,6.88,K,S,HD 156079,259.09956,-21.85795
0.010029,258.0966880890000,63.3520929845000,0.001,0.001,0,1631084478574318976,258.09666863616,0.0238,63.35278276621,0.0323,27.5995,0.0273,-2.026,0.049,160.207,0.060,0,1.34608e+07,5.58722e+03,7.865686,6.72953e+06,7.08475e+03,8.281426,9.30681e+06,1.89039e+04,7.339918,0.941508,-20.69,0.24,5487.00,0.1462,0.0825,0.94,0.715,258.0966825,63.3520942,HD 156279,84171,0.801,0.173,Act,2.306,-4.98,0.34,42,6.23,K,S,HD 156279,258.09668,63.35209
0.013301,259.1382404610000,14.6740196895000,0.002,0.002,0,4543391129276882176,259.13829981867,0.0699,14.67366595851,0.0830,11.4626,0.0876,13.337,0.150,-82.157,0.158,0,1.07349e+07,6.10493e+03,8.111374,5.74300e+06,6.11726e+03,8.453541,7.16673e+06,1.17554e+04,7.623618,0.829923,-63.30,0.21,5722.47,,,1.83,3.238,259.1382422,14.6740164,HD 156342,84506,0.666,0.167,Act,2.883,-4.959,1.32,27,5.85,K,S,HD 156342,259.13824,14.67402
0.010338,259.5297308740000,-24.0730225169000,0.001,0.001,90,4111078309939315840,259.53019575556,0.0409,-24.07334119388,0.0382,23.3753,0.0550,98.582,0.083,-74.015,0.064,0,5.07218e+07,1.56878e+04,6.425380,2.67086e+07,6.12840e+04,6.784762,3.30081e+07,1.25370e+05,5.965368,0.819395,-12.96,0.14,5839.00,,,1.87,3.653,259.5297339,-24.0730233,HD 156365,84636,0.643,0.141,Act,4.187,-5.126,1.52,,,K,S,HD 156365,259.52973,-24.07302
0.013657,259.5618452980000,-0.7647459965640,0.001,0.001,90,4368204013179503616,259.56172628046,0.0325,-0.76486274628,0.0275,11.4975,0.0430,-27.640,0.080,-27.116,0.064,0,1.46017e+07,4.96599e+03,7.777358,8.26294e+06,1.13587e+04,8.058551,8.90840e+06,1.96360e+04,7.387421,0.671130,16.56,0.22,6227.33,1.0677,0.5267,1.78,4.287,259.5618417,-0.7647472,HD 156549,84643,0.53,0.206,Act,3.591,-4.722,0.87,8,2.22,K,S,HD 156549,259.56184,-0.76475
0.010894,259.4187074030000,29.2272277282000,0.001,0.001,0,4575374857376398976,259.41834908588,0.0189,29.22816103936,0.0235,41.0687,0.0278,-72.627,0.041,216.769,0.051,0,1.07730e+07,3.01505e+03,8.107529,4.73659e+06,3.29654e+03,8.662723,8.44300e+06,7.03421e+03,7.445678,1.217045,-44.57,0.17,4831.50,0.1845,0.1100,0.77,0.290,259.4187106,29.2272289,HD 156668,84607,1.015,0.243,Act,1.57,,0.13,,,K,S,HD 156668,259.41871,29.22723
0.004664,259.7199506430000,6.0854488596100,0.002,0.001,90,4393468252064063616,259.72000337309,0.0465,6.08548011453,0.0422,7.1406,0.0550,12.178,0.111,7.259,0.089,0,5.19545e+07,3.10077e+04,6.399309,3.05501e+07,6.25297e+04,6.638857,3.00248e+07,1.23828e+05,6.068221,0.570636,,,6559.93,,,4.86,39.410,259.7199519,6.0854492,HD 156697,84704,0.388,0.481,Act,5.444,,2.56,,,L,S,HD 156697,259.71995,6.08545
