angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,SPOCS,Name,Teff,logg,[M/H],S,logRhk,Vbr,Vsini,Vmac,Vrad,SNR,Crms,Lrms,N,[Fe/H],RAJ2000,DEJ2000,Vmag,Dist,logL,Rstar,Mstar,Miso,logg2,Age,CCat,Simbad
0.350633,24.4203303031000,12.0783809491000,0.001,0.001,90,2585856120791459584,24.42085932853,0.0353,12.07840702883,0.0299,39.2718,0.0405,120.150,0.071,6.057,0.065,0,4.31399e+07,1.38139e+04,6.601168,2.27962e+07,5.03014e+04,6.956731,2.82041e+07,1.80887e+05,6.136141,0.820591,-21.02,0.15,5805.00,0.0857,0.0470,1.04,1.103,24.420417,12.078333,87,HD 9986,5787,4.42,0.07,0.17,-4.92,3.8,1.1,3.5,-22.3,303,0.01,0.01,3,0.08,01 37 40.9,+12 04 42,6.77,25.63,0.04,1.04,1.03,1.06,4.43,3.1,1,Simbad
0.272958,25.4072083261000,66.9099422662000,0.001,0.001,0,519478154178249728,25.41481332491,0.0228,66.90879833329,0.0223,26.6409,0.0296,692.707,0.042,-265.728,0.044,1,1.85170e+07,3.41929e+03,7.519437,9.63829e+06,9.08251e+03,7.891388,1.23871e+07,1.69779e+04,7.029500,0.861888,17.84,0.14,5782.00,0.1870,0.0847,1.01,1.030,25.407083,66.91,93,HD 10145,5650,4.43,-0.03,0.17,-4.95,3.4,1.3,3.0,17.5,249,0.01,0.01,2,-0.04,01 41 37.7,+66 54 36,7.7,37.26,0.0,1.04,1.06,0.97,4.39,7.3,1,Simbad
0.616605,25.6240145553000,20.2685167339000,0.005,0.004,90,96331172942614528,25.62263032255,0.1289,20.26561262177,0.1317,131.4903,0.1515,-301.592,0.294,-674.505,0.282,0,1.93848e+08,6.05176e+05,4.969711,9.01789e+07,3.21950e+05,5.463626,1.32859e+08,1.14792e+06,4.453446,1.010180,-33.58,0.17,5489.33,0.0387,0.0210,0.74,0.453,25.624167,20.268611,95,HD 10476,5190,4.51,-0.03,0.19,-4.93,1.7,0.1,2.0,-35.1,386,0.01,0.02,5,-0.03,01 42 29.8,+20 16 07,5.24,7.53,-0.36,0.81,0.78,0.84,4.54,8.1,1,Simbad
0.137549,26.0170480154000,-15.9374818835000,0.020,0.012,90,2452378776434276992,26.00930287667,0.4122,-15.93379865094,0.3505,277.5162,0.5173,-1729.726,1.313,855.493,0.783,1,1.05171e+09,7.22737e+06,3.133622,4.34215e+08,3.59447e+06,3.757126,6.34651e+08,1.93375e+06,2.755582,1.001544,,,5375.00,,,0.86,0.559,26.017083,-15.9375,96,HD 10700,5333,4.6,-0.44,0.17,-4.98,1.1,0.1,2.2,-15.5,303,0.01,0.01,5,-0.53,01 44 04.1,-15 56 15,3.49,3.65,-0.31,0.82,0.99,0.78,4.52,12.4,1,Simbad
0.751013,26.2326045912000,20.0831489601000,0.001,0.001,90,95652018353917056,26.23240756285,0.0350,20.08269735560,0.0307,30.1639,0.0400,-42.979,0.069,-104.889,0.068,0,6.86950e+07,3.38821e+04,6.096052,3.53157e+07,9.60640e+04,6.481469,4.57321e+07,1.81244e+05,5.611367,0.870101,-46.14,0.18,5654.00,,,1.81,3.007,26.2325,20.083333,97,HD 10697,5600,3.96,0.11,0.16,-5.04,4.3,1.5,4.0,-46.6,252,0.01,0.01,2,0.13,01 44 55.8,+20 05 00,6.27,32.57,0.45,1.79,1.07,1.13,3.98,7.2,1,Simbad
0.221863,26.9368067711000,63.8525020365000,0.001,0.001,0,512167948043650816,26.94249330822,0.0439,63.85144199682,0.0452,99.5746,0.0595,582.028,0.070,-246.228,0.086,0,1.32512e+08,1.42547e+05,5.382729,6.45005e+07,8.75118e+04,5.827480,9.11684e+07,1.76684e+05,4.862309,0.965172,2.67,0.13,5350.00,0.1260,0.0630,0.86,0.549,26.936667,63.8525,99,HD 10780,5344,4.54,0.01,0.26,-4.71,2.5,0.8,2.3,2.3,268,0.01,0.01,1,0.04,01 47 44.8,+63 51 09,5.63,10.07,-0.28,0.84,0.89,0.9,4.54,4.4,1,Simbad
0.514021,29.1969303621000,23.0511367057000,0.001,0.001,90,98692614681349248,29.19653950735,0.0410,23.05106369718,0.0318,29.3908,0.0412,-83.531,0.082,-16.957,0.069,0,1.62399e+07,5.11577e+03,7.661904,8.39067e+06,1.77175e+04,8.041896,1.09203e+07,1.72156e+04,7.166336,0.875560,2.02,0.21,5643.75,0.0510,0.0250,0.91,0.749,29.197083,23.051111,104,HD 11850,5626,4.53,0.02,0.45,-4.33,6.9,5.9,3.0,2.1,251,0.01,0.01,1,0.06,01 56 47.3,+23 03 04,7.85,31.82,-0.2,0.84,0.86,0.98,4.53,1.2,1,Simbad
0.289428,29.2900306994000,-10.2424254952000,0.001,0.001,90,2462426800883134336,29.28842516816,0.0341,-10.24346929481,0.0263,29.7890,0.0378,-366.957,0.070,-242.431,0.052,0,6.22092e+07,2.23732e+04,6.203729,3.03073e+07,7.90159e+04,6.647520,4.48224e+07,3.45780e+05,5.633182,1.014338,-9.32,0.14,5164.00,,,2.15,2.962,29.29,-10.2425,105,HD 11964 A,5303,3.91,0.09,0.14,-5.17,3.3,0.1,3.6,-10.7,382,0.01,0.01,3,0.12,01 57 09.6,-10 14 33,6.42,32.85,0.43,1.94,1.1,1.1,3.9,8.1,1,Simbad
0.441459,29.7776389652000,33.2096830230000,0.001,0.001,90,304991163902854784,29.77889332202,0.0420,33.20816926168,0.0288,40.3763,0.0425,243.757,0.069,-351.593,0.063,0,3.17671e+07,8.43608e+03,6.933421,1.58186e+07,3.29094e+04,7.353470,2.18434e+07,6.11035e+04,6.413622,0.939848,-35.09,0.16,5533.25,0.1778,0.0850,0.96,0.784,29.7775,33.209722,106,HD 12051,5412,4.38,0.16,0.16,-5.04,2.5,0.1,2.4,-34.4,293,0.01,0.01,10,0.18,01 59 06.6,+33 12 35,7.14,24.98,-0.11,1.0,0.87,0.94,4.41,9.0,1,Simbad
0.656983,30.0381645015000,3.0970146800300,0.004,0.003,90,2511794495013074048,30.03916012177,0.0931,3.09590979414,0.0818,31.4552,0.1052,230.905,0.233,-256.621,0.165,0,9.66003e+07,1.06203e+05,5.725920,5.22228e+07,2.42031e+05,6.056737,6.15299e+07,9.79623e+04,5.289205,0.767532,-18.30,0.15,6020.50,0.8108,0.4880,1.79,3.811,30.038333,3.096944,107,HD 12235,5986,4.12,0.3,0.14,-5.11,7.2,5.1,4.6,-19.1,253,0.01,0.01,1,0.32,02 00 09.2,+03 05 49,5.89,33.5,0.6,1.86,1.65,1.34,4.02,3.6,2,Simbad
0.509598,31.1428681331000,25.4143095023000,0.001,0.001,90,105332908999068032,31.14235245222,0.0409,25.41356320175,0.0344,26.3927,0.0437,-108.181,0.089,-173.335,0.089,0,2.37882e+07,8.10922e+03,7.247460,1.22779e+07,3.52844e+04,7.628574,1.58390e+07,6.44196e+04,6.762603,0.865971,-47.38,0.13,5656.00,0.2998,0.1390,1.21,1.360,31.142917,25.414444,111,HD 12661,5655,4.25,0.3,0.16,-5.03,3.6,1.8,3.0,-46.8,278,0.01,0.01,6,0.3,02 04 34.3,+25 24 52,7.43,34.95,0.05,1.1,0.78,1.07,4.4,4.1,1,Simbad
0.702605,31.6260147732000,24.3339922430000,0.001,0.001,90,104453918172129792,31.62604355527,0.0373,24.33335598257,0.0310,42.0087,0.0414,6.091,0.074,-147.777,0.068,0,3.87216e+07,1.04772e+04,6.718482,2.03000e+07,5.38270e+04,7.082645,2.52280e+07,1.32232e+05,6.257215,0.825431,-4.44,0.13,5802.00,0.0810,0.0335,0.92,0.865,31.625833,24.333889,112,HD 12846,5700,4.48,-0.23,0.15,-5.05,3.3,0.7,3.2,-4.1,181,0.01,0.01,7,-0.26,02 06 30.2,+24 20 02,6.89,22.77,-0.1,0.91,0.92,0.93,4.49,4.8,1,Simbad
0.501043,31.8928039758000,-0.6174187738920,0.002,0.001,0,2506906787870475904,31.89172825081,0.0465,-0.61890308529,0.0427,26.9183,0.0537,-249.835,0.093,-344.749,0.102,0,3.88276e+07,9.41988e+03,6.715514,2.07559e+07,4.11616e+04,7.058536,2.49290e+07,6.82817e+04,6.270157,0.788379,-39.37,0.23,5875.67,0.3823,0.2060,1.40,2.105,31.892917,-0.6175,113,HD 13043,5859,4.19,0.09,0.16,-4.99,4.4,2.0,3.9,-39.2,275,0.01,0.01,5,0.09,02 07 34.3,-00 37 03,6.88,36.95,0.3,1.38,1.07,1.14,4.22,5.0,1,Simbad
0.342103,32.7170028567000,13.6832785309000,0.002,0.002,90,77161217776670208,32.71750768627,0.0539,13.68296816081,0.0451,23.3153,0.0609,113.923,0.107,-72.086,0.103,1,1.17208e+07,8.79721e+03,8.015975,6.19605e+06,1.71244e+04,8.371101,7.75796e+06,2.70397e+04,7.537552,0.833550,25.09,0.21,5709.00,0.0875,0.0337,0.95,0.855,32.717083,13.683333,116,HD 13357,5739,4.52,-0.03,0.23,-4.74,3.6,1.1,3.4,24.1,252,0.01,0.01,1,-0.02,02 10 52.1,+13 41 00,7.63,40.98,0.1,1.14,1.57,1.0,4.36,6.5,1,Simbad
0.419699,33.9273068292000,67.6723125874000,0.001,0.001,0,520377795206114688,33.93318051321,0.0202,67.67099664859,0.0219,53.7804,0.0289,518.274,0.038,-305.665,0.045,0,3.12432e+07,1.16259e+04,6.951477,1.46070e+07,2.78013e+04,7.439985,2.28875e+07,3.74700e+04,6.362926,1.077060,-12.90,0.13,5086.00,0.2467,0.0895,0.88,0.463,33.9275,67.672222,122,HD 13579,5134,4.45,0.28,0.33,-4.7,2.8,1.8,1.9,-13.6,272,0.01,0.02,1,0.32,02 15 42.6,+67 40 20,7.13,18.58,-0.33,0.87,0.77,0.88,4.51,7.9,1,Simbad
0.315620,34.1974100407000,43.7729971203000,0.002,0.002,90,351537889154226816,34.19799914073,0.0738,43.77220650561,0.0492,21.0701,0.0637,98.797,0.121,-183.625,0.107,0,1.96557e+07,6.20563e+03,7.454643,1.05661e+07,2.02334e+04,7.791600,1.27836e+07,7.04216e+04,6.995288,0.796311,30.28,0.22,5837.50,0.2530,0.1160,1.29,1.742,34.1975,43.773056,123,HD 13931,5853,4.28,0.06,0.16,-5.01,4.1,1.3,3.8,27.3,305,0.01,0.01,2,0.05,02 16 47.4,+43 46 23,7.61,44.23,0.17,1.18,0.96,1.08,4.33,4.9,1,Simbad
0.476106,34.7437695599000,-25.9456870769000,0.001,0.001,90,5117974602912370432,34.74272735272,0.0356,-25.94377288369,0.0457,77.9153,0.0602,-217.662,0.094,444.584,0.089,0,6.65148e+07,3.12437e+04,6.131070,3.34693e+07,1.34664e+05,6.539772,4.58016e+07,6.52852e+04,5.609718,0.930054,7.26,0.22,5482.00,0.0387,0.0153,0.74,0.443,34.74375,-25.945556,126,HD 14412,5373,4.62,-0.45,0.2,-4.82,1.8,0.1,2.3,5.8,364,0.01,0.01,5,-0.48,02 18 58.5,-25 56 44,6.33,12.67,-0.36,0.76,0.87,0.77,4.57,9.0,1,Simbad
0.334894,37.2020603568000,29.9317579328000,0.003,0.002,90,131483276941461888,37.20173210283,0.0988,29.93206577464,0.0696,31.7031,0.1014,-66.071,0.200,71.499,0.150,0,9.62310e+07,1.08317e+05,5.730078,5.18014e+07,2.01289e+05,6.065534,6.19951e+07,6.89243e+05,5.281027,0.784507,41.10,0.21,5899.67,,,1.86,3.756,37.202083,29.931667,127,HD 15335,5899,4.04,-0.1,0.15,-5.08,5.8,3.8,4.1,40.8,348,0.01,0.01,1,-0.09,02 28 48.5,+29 55 54,5.89,31.41,0.56,1.82,1.31,1.16,3.98,5.7,1,Simbad
0.468468,38.8330385765000,-3.5606030101900,0.001,0.001,90,2495335115182966016,38.83236742985,0.0470,-3.56248874896,0.0396,26.4360,0.0580,-155.582,0.074,-437.987,0.074,0,4.09500e+07,1.11253e+04,6.657732,2.15116e+07,4.33752e+04,7.019707,2.67522e+07,1.53930e+05,6.193520,0.826187,-50.99,0.13,5733.67,0.4950,0.2860,1.54,2.321,38.832917,-3.560556,128,HD 16141,5730,4.1,0.11,0.15,-5.05,4.2,2.4,3.3,-50.2,305,0.01,0.01,3,0.13,02 35 19.9,-03 33 38,6.83,38.96,0.38,1.57,1.13,1.12,4.08,7.2,1,Simbad
0.566948,39.1740115299000,-3.1561375335100,0.002,0.002,90,2495442626804315392,39.17540441439,0.0496,-3.15588615517,0.0468,41.0856,0.0518,323.013,0.108,58.384,0.102,0,1.37405e+07,9.97648e+03,7.843356,6.29493e+06,2.46936e+04,8.353911,1.02825e+07,3.72220e+04,7.231671,1.122240,21.89,3.42,4999.00,0.2245,0.0915,0.79,0.355,39.174167,-3.156111,130,HD 16287,5024,4.49,0.14,0.59,-4.45,3.8,3.2,1.8,14.5,275,0.01,0.02,1,0.21,02 36 41.8,-03 09 22,8.1,24.13,-0.47,0.77,0.66,0.84,4.58,5.5,1,Simbad
0.676131,39.2735188748000,12.9018945307000,0.001,0.001,90,26584305669737984,39.27350873599,0.0373,12.90151559585,0.0316,14.3619,0.0420,-2.295,0.070,-88.011,0.070,1,7.45572e+06,3.56386e+03,8.507142,3.94968e+06,6.37926e+03,8.859983,4.86799e+06,1.20932e+04,8.043546,0.816438,-7.44,0.22,5826.67,0.2480,0.1247,1.17,1.423,39.273333,12.901944,132,HD 16275,5780,4.3,0.29,0.16,-4.99,4.5,2.6,3.5,-8.6,253,0.01,0.01,1,0.3,02 37 05.6,+12 54 07,8.66,71.12,0.16,1.2,1.04,1.12,4.38,3.1,1,Simbad
0.504185,39.6160935402000,30.8166275128000,0.001,0.001,90,132922438878995968,39.61364909698,0.0582,30.81496150005,0.0365,28.7554,0.0653,-487.583,0.090,-386.950,0.080,0,2.50449e+07,8.18326e+03,7.191566,1.34828e+07,2.56951e+04,7.526941,1.61455e+07,6.56045e+04,6.741791,0.785150,-99.70,0.28,5877.75,0.0535,0.0250,1.05,1.190,39.61625,30.816667,133,HD 16397,5831,4.49,-0.41,0.18,-4.88,3.4,0.1,3.7,-100.8,247,0.01,0.01,1,-0.47,02 38 27.9,+30 49 00,7.36,34.28,0.06,1.05,1.24,0.9,4.36,9.1,1,Simbad
0.532581,39.7903017904000,-26.3187169333000,0.002,0.001,0,5070653237360687616,39.79112212573,0.0311,-26.31972707037,0.0441,14.3779,0.0477,170.779,0.071,-234.611,0.100,0,6.80335e+06,1.48550e+03,8.606559,3.67410e+06,5.60895e+03,8.938509,4.40738e+06,1.01243e+04,8.151469,0.787040,17.88,0.26,5799.80,0.1145,0.0490,1.13,1.298,39.790417,-26.318611,135,HD 16623,5847,4.51,-0.37,0.16,-4.96,3.5,0.1,3.8,17.4,244,0.01,0.01,1,-0.45,02 39 09.7,-26 19 07,8.76,65.1,0.06,1.04,1.27,0.9,4.4,8.1,1,Simbad
0.439235,41.0499506197000,49.2284506710000,0.011,0.008,90,438829629113960704,41.05215123914,0.2869,49.22806439016,0.2190,89.6955,0.3006,333.779,0.726,-89.722,0.525,0,5.23198e+08,1.94196e+06,3.891701,2.70034e+08,1.73429e+06,4.272840,2.95782e+08,1.14782e+06,3.584489,0.688351,25.09,0.66,6282.50,0.2280,0.1140,1.34,2.521,41.05,49.228333,138,HD 16895,6196,4.19,0.05,0.14,-5.12,10.8,8.0,6.2,24.3,273,0.01,0.01,3,0.08,02 44 12.0,+49 13 42,4.1,11.13,0.36,1.31,0.96,1.22,4.29,2.4,1,Simbad
0.368751,41.5633592868000,25.6499003479000,0.001,0.001,90,114575472461716864,41.56449416232,0.0470,25.64925876655,0.0392,39.6046,0.0567,237.607,0.087,-149.012,0.085,0,1.63452e+07,6.57835e+03,7.654892,7.90270e+06,2.16554e+04,8.106950,1.17325e+07,5.00533e+04,7.088444,1.018506,14.01,0.15,5220.75,0.1560,0.0738,0.81,0.436,41.563333,25.65,139,HD 17190,5177,4.53,-0.08,0.23,-4.82,2.4,1.0,2.0,12.8,264,0.01,0.01,1,-0.07,02 46 15.2,+25 39 00,7.89,25.91,-0.35,0.83,0.85,0.82,4.53,10.4,1,Simbad
0.687128,43.9127482172000,26.8732156805000,0.001,0.001,90,116037204451525376,43.91402475737,0.0399,26.87238287598,0.0310,44.3676,0.0450,264.469,0.095,-193.427,0.073,0,2.20044e+07,6.80434e+03,7.332093,1.02950e+07,3.97395e+04,7.819824,1.60894e+07,4.83571e+04,6.745573,1.074252,32.16,0.14,5058.50,0.2025,0.1200,0.90,0.482,43.912917,26.873333,142,HD 18143,5100,4.43,0.24,0.17,-5.08,2.7,1.7,1.9,31.8,298,0.01,0.02,6,0.26,02 55 39.1,+26 52 24,7.52,23.49,-0.27,0.93,0.84,0.86,4.46,12.8,1,Simbad
0.291257,44.3050050964000,-24.9750807727000,0.011,0.011,0,5076269164798852864,44.30501019137,0.2522,-24.97525497487,0.2644,40.2592,0.3640,1.073,0.678,-40.460,0.695,0,1.86620e+07,4.22838e+03,7.510968,8.33418e+06,1.49588e+04,8.049231,1.44035e+07,3.52356e+04,6.865747,1.183484,50.21,0.24,4836.80,0.6430,0.3183,1.03,0.522,44.305,-24.975,144,HD 18445,4837,4.44,-0.09,0.37,-4.7,3.2,2.6,1.7,49.6,276,0.01,0.02,1,-0.05,02 57 13.2,-24 58 30,,,,,,,,,1,Simbad
0.900326,45.0117168822000,7.7497548423100,0.001,0.001,90,8479094371605632,45.01314169952,0.0576,7.74984630486,0.0478,42.0359,0.0668,327.903,0.096,21.242,0.093,0,1.55587e+07,1.03317e+04,7.708431,7.13618e+06,2.91471e+04,8.217724,1.14911e+07,6.86590e+04,7.111014,1.106710,28.64,0.13,5004.25,0.0330,0.0237,0.82,0.384,45.011667,7.75,146,HD 18632,5051,4.48,0.19,0.71,-4.34,3.9,3.3,1.9,27.6,274,0.01,0.02,1,0.26,03 00 02.8,+07 45 00,7.97,24.39,-0.41,0.81,0.72,0.85,4.55,7.0,1,Simbad
0.438263,45.6084428387000,26.6092389469000,0.002,0.002,0,115311458058061440,45.60956547452,0.0468,26.60851372876,0.0426,47.1551,0.0603,233.122,0.120,-168.438,0.124,0,5.00806e+07,1.13422e+04,6.439192,2.59583e+07,3.07186e+04,6.815696,3.33990e+07,1.05356e+05,5.952586,0.863111,10.09,0.13,5671.50,0.0980,0.0390,0.98,0.896,45.608333,26.609167,148,HD 18803,5648,4.45,0.08,0.18,-4.91,3.0,0.1,3.0,8.7,372,0.01,0.01,5,0.09,03 02 26.0,+26 36 33,6.62,20.64,-0.08,0.95,0.92,1.02,4.49,2.6,1,Simbad
0.697627,45.9123283587000,-5.6662974619400,0.002,0.002,0,5181087291900789888,45.91377124197,0.0472,-5.66743287948,0.0587,26.5745,0.0731,333.487,0.104,-263.712,0.123,0,1.31014e+07,4.60423e+03,7.895071,6.77719e+06,1.74867e+04,8.273764,8.84933e+06,2.23301e+04,7.394644,0.879119,-20.55,0.20,5580.30,0.0620,0.0250,0.92,0.743,45.9125,-5.666389,149,HD 19034,5536,4.57,-0.38,0.18,-4.9,2.6,0.1,2.7,-15.3,250,0.01,0.01,1,-0.49,03 03 39.0,-05 39 59,8.08,35.04,-0.19,0.87,1.03,0.84,4.49,9.5,1,Simbad
0.554074,46.8273959830000,-13.7617831071000,0.001,0.001,0,5155981730587168384,46.82735748598,0.0353,-13.76290499129,0.0368,31.2255,0.0410,-8.685,0.070,-260.566,0.077,0,3.59749e+07,1.37077e+04,6.798367,1.88662e+07,4.82355e+04,7.162175,2.35019e+07,1.14089e+05,6.334162,0.828013,6.46,0.25,5718.00,0.2620,0.1510,1.23,1.463,46.8275,-13.761667,150,HD 19467,5747,4.36,-0.09,0.16,-4.98,3.8,1.4,3.4,4.6,355,0.01,0.01,1,-0.14,03 07 18.6,-13 45 42,7.0,30.86,0.11,1.15,1.09,0.98,4.33,8.0,1,Simbad
0.437705,46.9141818676000,36.6176209977000,0.001,0.001,90,138972467251590656,46.91547479638,0.0596,36.61668385757,0.0407,25.7027,0.0654,241.022,0.095,-217.657,0.080,0,2.47088e+07,6.96818e+03,7.206238,1.31106e+07,2.52249e+04,7.557328,1.60440e+07,5.00377e+04,6.748637,0.808691,32.85,0.16,5847.25,0.1537,0.1120,1.18,1.471,46.914167,36.6175,151,HD 19308,5795,4.3,0.13,0.16,-5.03,4.2,1.9,3.6,32.3,253,0.01,0.01,2,0.13,03 07 39.4,+36 37 03,7.36,41.95,0.23,1.29,1.18,1.11,4.26,5.6,1,Simbad
0.282500,47.2667507201000,49.6132762966000,0.010,0.010,0,436648129326142336,47.27513451169,0.2218,49.61288637135,0.2308,95.1587,0.3021,1261.678,0.629,-90.634,0.630,0,5.61349e+08,1.94030e+06,3.815284,2.82033e+08,6.80818e+05,4.225637,3.33586e+08,7.72363e+05,3.453899,0.771738,49.91,0.20,6005.25,0.4540,0.2260,1.44,2.421,47.266667,49.613333,153,HD 19373,5938,4.18,0.13,0.15,-5.04,5.6,3.4,4.3,49.9,268,0.01,0.01,3,0.14,03 09 04.0,+49 36 48,4.05,10.54,0.34,1.4,1.07,1.18,4.21,4.5,1,Simbad
0.556922,48.1934871153000,-1.1960971767400,0.005,0.005,90,3265335443260522112,48.19431934496,0.1684,-1.19639552259,0.1472,44.3695,0.2030,193.250,0.324,-69.293,0.311,1,2.09590e+08,6.77509e+05,4.884942,1.11549e+08,3.48686e+05,5.232720,1.23742e+08,7.77831e+05,4.530629,0.702091,19.62,0.15,6071.00,1.0000,0.5010,1.84,4.149,48.193333,-1.196111,155,HD 19994,6080,4.08,0.24,0.14,-5.11,10.6,8.3,5.2,19.2,254,0.01,0.01,2,0.27,03 12 46.4,-01 11 46,5.07,22.58,0.58,1.76,1.37,1.35,4.07,3.0,1,Simbad
2.214623,48.1931899711000,-1.1967093221500,0.021,0.015,90,3265335443259949568,48.19413468089,0.6780,-1.19698778142,0.4545,38.9993,0.5899,219.369,1.375,-64.674,0.959,0,2.67223e+06,3.16959e+04,9.621183,,,,,,,,,,,,,,,48.193333,-1.196111,155,HD 19994,6080,4.08,0.24,0.14,-5.11,10.6,8.3,5.2,19.2,254,0.01,0.01,2,0.27,03 12 46.4,-01 11 46,5.07,22.58,0.58,1.76,1.37,1.35,4.07,3.0,1,Simbad
0.425350,48.6967797870000,8.9807936402700,0.003,0.002,90,14163878724940672,48.69852481976,0.0697,8.97905197750,0.0578,43.2296,0.0847,400.334,0.181,-404.521,0.156,0,1.76095e+07,4.53787e+03,7.573998,8.37137e+06,1.26938e+04,8.044397,1.28801e+07,3.22052e+04,6.987121,1.057277,-16.92,0.19,5050.00,0.1102,0.0487,0.83,0.407,48.696667,8.980833,157,HD 20165,5098,4.51,0.0,0.19,-4.94,2.6,1.6,1.9,-17.3,325,0.01,0.01,2,0.01,03 14 47.2,+08 58 51,7.83,22.65,-0.43,0.78,0.73,0.82,4.57,7.5,1,Simbad
0.498604,49.7578933394000,-2.8431924701800,0.001,0.001,90,3261878613062758144,49.75898690197,0.0382,-2.84362628383,0.0349,41.6663,0.0461,253.676,0.077,-100.757,0.075,0,3.36069e+07,1.23416e+04,6.872294,1.76605e+07,3.91730e+04,7.233883,2.20154e+07,7.89246e+04,6.405103,0.828780,22.71,0.20,5715.67,0.0405,0.0165,0.89,0.768,49.757917,-2.843056,160,HD 20619,5732,4.56,-0.2,0.2,-4.82,3.6,1.1,3.3,22.3,308,0.01,0.01,2,-0.21,03 19 01.9,-02 50 35,7.05,25.22,-0.08,0.92,1.12,0.95,4.48,4.3,1,Simbad
0.416031,50.4688886055000,49.0709044825000,0.002,0.002,90,435646474233078144,50.47007908598,0.0573,49.07063331523,0.0450,22.7107,0.0772,181.140,0.147,-62.982,0.125,0,8.84440e+07,5.74679e+04,5.821694,5.15325e+07,5.65446e+04,6.071184,5.21264e+07,6.30659e+04,5.469275,0.601909,23.60,0.22,6415.00,,,2.09,6.637,50.46875,49.070833,164,HD 20675,6374,3.97,0.15,0.17,-4.89,21.7,16.8,9.5,21.9,236,0.01,0.02,1,0.22,03 21 52.5,+49 04 15,5.94,43.71,0.8,2.06,1.45,1.55,3.99,1.9,1,Simbad
0.249746,50.8237527780000,-7.7940976807100,0.001,0.001,0,5168359139139252352,50.82376043561,0.0359,-7.79504290155,0.0358,26.9407,0.0466,1.762,0.073,-219.535,0.074,0,7.41825e+07,3.74872e+04,6.012612,3.74220e+07,1.94199e+05,6.418571,5.02671e+07,2.40762e+05,5.508710,0.909861,41.97,0.21,5527.00,,,2.21,4.116,50.82375,-7.794167,165,HD 21019,5485,3.95,-0.4,0.14,-5.15,3.6,0.1,3.8,40.6,260,0.01,0.01,2,-0.4,03 23 17.7,-07 47 39,6.2,37.15,0.61,2.24,1.64,1.09,3.78,6.4,1,Simbad
0.206572,51.8724576443000,34.8066213589000,0.002,0.002,90,221881583925032192,51.87246660591,0.0754,34.80629274732,0.0564,15.0037,0.1159,1.709,0.146,-76.323,0.109,1,1.14906e+07,3.31889e+03,8.037512,6.26568e+06,1.05572e+04,8.358968,7.33581e+06,1.44874e+04,7.598299,0.760669,-19.96,0.16,5981.00,0.2400,0.1270,1.32,1.995,51.8725,34.806667,167,HD 21313,5973,4.25,0.23,0.15,-5.05,5.5,3.0,4.5,-21.2,246,0.01,0.01,1,0.23,03 27 29.4,+34 48 24,8.18,75.3,0.39,1.46,1.39,1.23,4.21,3.3,1,Simbad
0.335770,52.8142644150000,20.7680760662000,0.002,0.001,90,58324212771048832,52.81374679050,0.0522,20.76723842733,0.0372,18.6707,0.0563,-112.411,0.127,-194.549,0.085,0,1.29070e+07,3.93722e+03,7.911305,6.76228e+06,6.39487e+03,8.276155,8.56284e+06,1.32902e+04,7.430375,0.845779,-3.33,0.27,5725.75,,,1.23,1.467,52.814167,20.768056,169,HD 21774,5691,4.25,0.2,0.14,-5.14,4.0,2.3,3.2,-4.0,254,0.01,0.01,1,0.21,03 31 15.4,+20 46 05,8.08,51.63,0.12,1.18,0.91,1.07,4.33,5.4,1,Simbad
0.486344,53.1663179907000,35.6592902847000,0.002,0.001,90,221991882981235072,53.16701273284,0.0779,35.65903269667,0.0390,19.2240,0.0781,131.104,0.139,-59.827,0.084,0,2.56734e+07,7.60507e+03,7.164658,1.46440e+07,1.89872e+04,7.437237,1.55117e+07,2.74483e+04,6.785270,0.651967,29.55,0.29,6321.00,0.2863,0.1410,1.37,2.692,53.16625,35.659167,170,HD 21847,6281,4.28,0.23,0.22,-4.66,19.5,15.4,7.0,28.2,244,0.01,0.01,1,0.28,03 32 39.9,+35 39 33,7.29,49.53,0.37,1.29,1.15,1.3,4.33,0.9,1,Simbad
0.719170,53.2326880116000,-9.4582587438600,0.009,0.009,90,5164707970261630080,53.22843060110,0.3824,-9.45817151519,0.2161,312.2191,0.4673,-975.376,0.567,20.266,0.556,0,8.46623e+08,3.11076e+06,3.369140,3.46353e+08,3.08523e+06,4.002592,5.64378e+08,2.91346e+06,2.882995,1.119597,,,4975.00,0.1640,0.0840,0.83,0.381,53.2325,-9.458333,171,GJ 144,5065,4.55,-0.06,0.43,-4.53,3.0,2.2,1.9,16.1,317,0.01,0.01,4,-0.01,03 32 55.8,-09 27 30,,,,,,,,,2,Simbad
